views,favorite,post_info,price,car_name,year,A_C,emission_class,seats_amount,horsepower,color,"car_mileage, km","engine_capacity, cc",type_of_drive,doors,fuel,car_type,gearbox
100,0,posted 3 weeks ago,1300,Opel Meriva,2003,manual A/C,,5,101 HP (74 kW),green,152516,1600,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
79,2,posted a week ago,1900,Opel Meriva,2003,manual A/C,Euro 4,5,75 HP (55 kW),gray,203500,1698,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
313,0,updated 5 days ago,13499,Opel Mokka,2015,automatic A/C,Euro 6,5,140 HP (103 kW),gray,151200,1389,front,4/5 doors,petrol,suv,automatic
47,1,posted a week ago,9200,Opel Mokka,2014,automatic A/C,Euro 5,5,131 HP (96 kW),brown,2010000,1700,front,4/5 doors,diesel,suv,"manual, 6 speeds"
485,3,updated 6 days ago,8900,Opel Mokka,2013,automatic A/C,Euro 6,5,140 HP (103 kW),gray,190000,1365,4x4,4/5 doors,petrol,suv,"manual, 6 speeds"
62,1,posted 3 weeks ago,9150,Opel Mokka,2013,automatic A/C,Euro 5,5,131 HP (96 kW),blue,183000,1686,front,4/5 doors,diesel,suv,automatic
66,0,posted 5 days ago,1899,Opel Omega,2003,automatic A/C,Euro 3,5,110 HP (81 kW),gray,40000,2200,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
94,0,posted 2 weeks ago,4000,Opel Omega,2003,manual A/C,Euro 3,5,150 HP (110 kW),blue,278000,2496,back,4/5 doors,diesel,limousine,"manual, 5 speeds"
52,0,posted a week ago,2050,Opel Omega,2002,automatic A/C,Euro 3,5,144 HP (106 kW),gray,247000,2198,back,4/5 doors,petrol + gas,limousine,automatic
70,1,yesterday,350,Opel Omega,1996,manual A/C,Euro 2,5,109 HP (80 kW),blue,3502348,2000,back,4/5 doors,petrol,caravan,"manual, 5 speeds"
1010,5,updated 4 days ago,1150,Opel Omega,1996,manual A/C,Euro 2,5,130 HP (96 kW),green,300000,2497,back,4/5 doors,diesel,caravan,"manual, 5 speeds"
139,1,posted a week ago,800,Opel Omega,1993,no A/C,Euro 1,5,101 HP (74 kW),red,234565,2298,back,4/5 doors,diesel,limousine,"manual, 5 speeds"
1537,15,updated 5 days ago,650,Opel Rekord,1989,no A/C,,5,101 HP (74 kW),red,1212211,2000,back,4/5 doors,petrol + gas,limousine,"manual, 4 speeds"
200,3,posted 5 days ago,790,Opel Rekord,1970,no A/C,,5,75 HP (55 kW),beige,100000,1900,back,4/5 doors,petrol,caravan,"manual, 4 speeds"
168,11,posted a week ago,3000,Opel Senator,1984,no A/C,,5,184 HP (135 kW),brown,14000,3000,back,4/5 doors,petrol,limousine,"manual, 5 speeds"
44,0,posted a week ago,4100,Opel Signum,2008,automatic A/C,Euro 4,5,150 HP (110 kW),black,400000,1900,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
429,6,updated 3 weeks ago,3500,Opel Signum,2008,automatic A/C,Euro 4,5,150 HP (110 kW),black,213500,1910,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
2144,12,updated 6 days ago,2100,Opel Signum,2004,automatic A/C,Euro 4,5,154 HP (114 kW),golden,155000,2200,front,4/5 doors,petrol,limousine,automatic
266,1,updated 2 days ago,1600,Opel Signum,2004,automatic A/C,Euro 3,5,150 HP (110 kW),gray,240000,1900,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
88,0,posted a week ago,2300,Opel Tigra,2005,manual A/C,Euro 4,2,125 HP (92 kW),blue,174700,1789,front,2/3 doors,petrol,cabriolet,"manual, 5 speeds"
11,0,posted today,1600,Opel Tigra,1999,manual A/C,Euro 3,4,90 HP (66 kW),teget,153000,1389,front,2/3 doors,petrol,coupe,"manual, 5 speeds"
64,1,yesterday,1000,Opel Vectra A,1995,manual A/C,Euro 2,5,116 HP (85 kW),white,159000,2000,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
112,2,updated today,5000,Opel Vectra A,1992,no A/C,Euro 1,5,150 HP (110 kW),bordeaux,130000,2000,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
58,0,posted 6 days ago,1200,Opel Vectra A,1989,no A/C,Euro 2,5,75 HP (55 kW),white,249000,1596,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
430,10,posted 3 weeks ago,480,Opel Vectra B,2020,manual A/C,Euro 3,5,101 HP (74 kW),red,272000,1997,front,4/5 doors,diesel,caravan,"manual, 5 speeds"
67,0,posted 2 days ago,800,Opel Vectra B,2002,manual A/C,Euro 3,5,105 HP (77 kW),green,273596,1980,front,4/5 doors,diesel,caravan,"manual, 5 speeds"
160,2,posted 3 weeks ago,1100,Opel Vectra B,2002,automatic A/C,Euro 3,5,101 HP (74 kW),green,277500,2000,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
504,12,posted 2 weeks ago,250,Opel Vectra B,2002,automatic A/C,Euro 3,5,137 HP (101 kW),gray,30000,200,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
171,4,posted 3 days ago,450,Opel Vectra B,2001,manual A/C,Euro 3,5,131 HP (96 kW),gray,130000,1800,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
259,9,updated 2 weeks ago,1499,Opel Vectra B,2001,automatic A/C,Euro 3,5,101 HP (74 kW),silver,203000,1995,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
62,0,posted a week ago,999,Opel Vectra B,2001,manual A/C,Euro 3,5,101 HP (74 kW),teget,330000,1995,front,4/5 doors,diesel,caravan,"manual, 5 speeds"
106,3,posted 3 weeks ago,1050,Opel Vectra B,2001,manual A/C,Euro 3,5,101 HP (74 kW),white,298000,1998,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
165,0,posted 6 days ago,100,Opel Vectra B,2001,no A/C,,5,101 HP (74 kW),gray,220000,1999,back,4/5 doors,diesel,limousine,"manual, 5 speeds"
123,2,posted a week ago,800,Opel Vectra B,2001,automatic A/C,Euro 3,5,105 HP (77 kW),black,200000,1599,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
114,0,posted 5 days ago,550,Opel Vectra B,2001,manual A/C,Euro 3,5,116 HP (85 kW),red,222000,1798,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
90,1,posted 3 weeks ago,1650,Opel Vectra B,2001,automatic A/C,Euro 3,5,101 HP (74 kW),teget,193000,1600,front,4/5 doors,petrol + gas,caravan,"manual, 5 speeds"
127,4,posted 2 weeks ago,950,Opel Vectra B,2001,manual A/C,Euro 3,5,101 HP (74 kW),white,298285,1998,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
171,2,updated 3 weeks ago,1550,Opel Vectra B,2001,manual A/C,Euro 3,5,101 HP (74 kW),red,224000,2000,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
109,0,posted 3 weeks ago,1550,Opel Vectra B,2001,automatic A/C,Euro 3,5,101 HP (74 kW),gray,276000,1596,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
82,2,posted 2 weeks ago,1550,Opel Vectra B,2001,manual A/C,Euro 4,5,101 HP (74 kW),gray,296753,1999,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
493,8,posted 2 weeks ago,400,Opel Vectra B,2000,no A/C,,5,76 HP (56 kW),gray,285306,1560,front,4/5 doors,petrol,caravan,"manual, 5 speeds"
228,4,posted 2 weeks ago,700,Opel Vectra B,2000,manual A/C,Euro 3,5,101 HP (74 kW),teget,328569,1995,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
185,4,posted 2 weeks ago,850,Opel Vectra B,2000,automatic A/C,Euro 4,5,125 HP (92 kW),silver,305000,1798,front,4/5 doors,petrol,hatchback,automatic
271,5,posted 2 weeks ago,200,Opel Vectra B,2000,no A/C,Euro 4,5,90 HP (66 kW),white,2554646,1600,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
130,2,posted 3 weeks ago,1200,Opel Vectra B,2000,manual A/C,Euro 3,5,101 HP (74 kW),gray,290000,2000,front,4/5 doors,diesel,caravan,"manual, 5 speeds"
184,2,posted a week ago,280,Opel Vectra B,1999,no A/C,Euro 3,5,75 HP (55 kW),bordeaux,999999,1600,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
81,5,yesterday,900,Opel Vectra B,1999,no A/C,Euro 3,5,101 HP (74 kW),red,32815,1600,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
105,2,posted 6 days ago,900,Opel Vectra B,1999,no A/C,Euro 3,5,101 HP (74 kW),red,1111,1600,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
345,1,posted 3 weeks ago,250,Opel Vectra B,1999,manual A/C,Euro 2,5,82 HP (60 kW),blue,250000,2000,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
576,11,updated a week ago,850,Opel Vectra B,1998,no A/C,,5,101 HP (74 kW),silver,300000,1600,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
441,4,posted a week ago,300,Opel Vectra B,1998,automatic A/C,Euro 2,5,101 HP (74 kW),gray,300000,1600,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
99,0,posted 6 days ago,500,Opel Vectra B,1997,manual A/C,Euro 3,5,116 HP (85 kW),silver,400000,1800,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
101,1,posted 2 weeks ago,1699,Opel Vectra B,1997,automatic A/C,Euro 2,5,116 HP (85 kW),white,261700,1799,front,4/5 doors,petrol + gas,hatchback,"manual, 5 speeds"
68,1,posted a week ago,1000,Opel Vectra B,1996,no A/C,Euro 1,5,101 HP (74 kW),multicolored,320000,1598,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
398,9,posted 3 weeks ago,350,Opel Vectra B,1996,no A/C,Euro 2,5,109 HP (80 kW),red,250000,1800,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
124,1,posted 3 weeks ago,2800,Opel Vectra C,2009,automatic A/C,,5,140 HP (103 kW),gray,231000,1800,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
126,0,posted 4 weeks ago,2090,Opel Vectra C,2008,automatic A/C,Euro 4,5,150 HP (110 kW),gray,296000,1997,front,4/5 doors,diesel,caravan,"manual, 6 speeds"
189,5,updated a week ago,4300,Opel Vectra C,2008,automatic A/C,Euro 5,5,150 HP (110 kW),teget,156000,1910,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
1364,13,updated a week ago,2700,Opel Vectra C,2007,manual A/C,Euro 4,5,120 HP (88 kW),gray,260000,1896,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
3583,10,updated today,950,Opel Vectra C,2007,manual A/C,,5,122 HP (90 kW),red,220000,1900,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
65,0,yesterday,1850,Opel Vectra C,2007,automatic A/C,Euro 4,5,140 HP (103 kW),gray,275000,1796,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
44,0,posted 3 days ago,3299,Opel Vectra C,2007,automatic A/C,Euro 4,5,140 HP (103 kW),blue,238000,1796,front,4/5 doors,petrol,limousine,automatic
80,0,posted a week ago,1800,Opel Vectra C,2007,automatic A/C,Euro 4,5,116 HP (85 kW),gray,290000,1900,back,4/5 doors,diesel,caravan,"manual, 6 speeds"
