views,favorite,post_info,price,car_name,year,A_C,emission_class,seats_amount,horsepower,color,"car_mileage, km","engine_capacity, cc",type_of_drive,doors,fuel,car_type,gearbox
52,0,posted 4 days ago,4200,Skoda Octavia,2008,manual A/C,Euro 4,5,105 HP (77 kW),silver,291000,1893,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
148,1,updated a week ago,3999,Skoda Octavia,2008,manual A/C,Euro 4,5,105 HP (77 kW),silver,239866,1896,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
308,1,posted a week ago,1850,Skoda Octavia,2008,automatic A/C,Euro 5,5,105 HP (77 kW),black,321000,1897,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
58,1,posted 3 days ago,3800,Skoda Octavia,2008,automatic A/C,Euro 4,5,105 HP (77 kW),gray,297000,1900,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
75,1,posted a week ago,4450,Skoda Octavia,2008,no A/C,Euro 3,5,75 HP (55 kW),white,83200,1400,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
39,1,posted 2 days ago,4850,Skoda Octavia,2008,manual A/C,Euro 4,5,105 HP (77 kW),gray,165000,1970,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
431,4,updated 3 weeks ago,4500,Skoda Octavia,2008,manual A/C,,5,105 HP (77 kW),gray,244000,1896,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
81,1,updated a week ago,4250,Skoda Octavia,2008,automatic A/C,Euro 4,5,170 HP (125 kW),silver,290000,2000,front,4/5 doors,diesel,caravan,"manual, 6 speeds"
124,0,posted a week ago,4300,Skoda Octavia,2008,automatic A/C,Euro 5,5,140 HP (103 kW),gray,196000,1998,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
75,0,posted 3 weeks ago,2200,Skoda Octavia,2008,manual A/C,Euro 4,5,101 HP (74 kW),blue,250000,1600,front,4/5 doors,petrol,caravan,"manual, 5 speeds"
58,0,posted a week ago,4700,Skoda Octavia,2008,manual A/C,Euro 4,5,105 HP (77 kW),white,250650,1896,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
277,6,updated 3 days ago,2600,Skoda Octavia,2007,automatic A/C,Euro 4,5,105 HP (77 kW),bordeaux,320000,1900,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
219,5,posted 2 weeks ago,3650,Skoda Octavia,2007,manual A/C,Euro 5,5,75 HP (55 kW),brown,225000,1400,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
49,2,posted a week ago,2500,Skoda Octavia,2007,automatic A/C,Euro 4,5,101 HP (74 kW),silver,286320,1600,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
69,0,posted 3 weeks ago,5300,Skoda Octavia,2007,automatic A/C,Euro 4,5,105 HP (77 kW),gray,229300,1890,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
121,1,posted 2 weeks ago,3950,Skoda Octavia,2007,automatic A/C,,5,105 HP (77 kW),black,206000,1896,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
104,0,posted today,1250,Skoda Octavia,2006,automatic A/C,,5,105 HP (77 kW),teget,300000,1896,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
156,2,posted a week ago,2650,Skoda Octavia,2006,manual A/C,Euro 4,5,105 HP (77 kW),green,223000,1895,front,4/5 doors,diesel,caravan,"manual, 5 speeds"
188,0,updated yesterday,4250,Skoda Octavia,2006,automatic A/C,Euro 4,5,105 HP (77 kW),gray,263000,1900,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
69,0,posted 2 weeks ago,4100,Skoda Octavia,2006,automatic A/C,Euro 4,5,143 HP (105 kW),gray,320000,1897,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
83,1,posted a week ago,4600,Skoda Octavia,2006,manual A/C,Euro 3,5,109 HP (80 kW),black,230000,1900,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
69,0,posted 2 days ago,3500,Skoda Octavia,2006,manual A/C,Euro 4,5,150 HP (110 kW),white,138000,1999,4x4,4/5 doors,petrol,caravan,"manual, 6 speeds"
23,0,posted 3 days ago,3990,Skoda Octavia,2006,automatic A/C,Euro 4,5,150 HP (110 kW),gray,254040,1984,4x4,4/5 doors,petrol,caravan,"manual, 6 speeds"
36,0,posted 5 days ago,3800,Skoda Octavia,2005,automatic A/C,Euro 4,5,105 HP (77 kW),blue,200000,1900,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
242,3,posted a week ago,2050,Skoda Octavia,2005,manual A/C,,5,140 HP (103 kW),teget,290000,1968,front,4/5 doors,diesel,caravan,automatic
114,1,posted 6 days ago,3000,Skoda Octavia,2005,automatic A/C,Euro 4,5,105 HP (77 kW),golden,315000,1896,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
46,0,posted 5 days ago,3100,Skoda Octavia,2005,automatic A/C,Euro 3,5,101 HP (74 kW),gray,253626,1898,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
51,1,posted 5 days ago,3600,Skoda Octavia,2005,automatic A/C,Euro 3,5,101 HP (74 kW),silver,205000,1896,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
135,5,posted 4 days ago,2700,Skoda Octavia,2005,automatic A/C,Euro 4,5,105 HP (77 kW),multicolored,220000,1900,front,4/5 doors,diesel,caravan,"manual, 5 speeds"
362,9,updated a week ago,2500,Skoda Octavia,2005,automatic A/C,Euro 4,5,102 HP (75 kW),blue,330000,1598,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
263,5,updated 3 weeks ago,2500,Skoda Octavia,2005,manual A/C,,5,110 HP (81 kW),black,220700,1590,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
360,1,updated today,2800,Skoda Octavia,2004,automatic A/C,Euro 3,5,101 HP (74 kW),gray,362900,1896,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
560,8,updated 2 weeks ago,2500,Skoda Octavia,2004,automatic A/C,,5,105 HP (77 kW),gray,260000,1598,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
1057,16,updated 3 days ago,1200,Skoda Octavia,2003,automatic A/C,,5,110 HP (81 kW),green,225552,1900,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
57,0,posted 3 days ago,1850,Skoda Octavia,2003,no A/C,,5,75 HP (55 kW),silver,326745,1600,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
76,1,yesterday,1330,Skoda Octavia,2002,no A/C,Euro 3,5,90 HP (66 kW),red,287000,1900,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
135,0,posted a week ago,1250,Skoda Octavia,2002,manual A/C,Euro 4,5,102 HP (75 kW),blue,244543,1600,front,4/5 doors,petrol,caravan,"manual, 5 speeds"
69,0,posted a week ago,2000,Skoda Octavia,2002,automatic A/C,,5,110 HP (81 kW),black,285000,1900,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
179,3,posted 3 weeks ago,2000,Skoda Octavia,2002,automatic A/C,Euro 3,5,90 HP (66 kW),red,316000,1879,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
296,8,posted a week ago,300,Skoda Octavia,2001,no A/C,,5,109 HP (80 kW),golden,250000,1900,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
260,9,posted 3 weeks ago,1300,Skoda Octavia,2001,automatic A/C,Euro 3,5,101 HP (74 kW),gray,250000,1900,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
446,17,posted 3 weeks ago,430,Skoda Octavia,1999,no A/C,,5,90 HP (66 kW),white,456321,1890,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
76,0,posted 5 days ago,3000,Skoda Praktik,2010,no A/C,Euro 4,2,68 HP (50 kW),white,177000,1200,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
57,1,posted 2 days ago,2200,Skoda Praktik,2009,manual A/C,Euro 4,2,69 HP (51 kW),white,228000,1360,front,2/3 doors,diesel,minivan (MPV),"manual, 5 speeds"
364,5,updated a week ago,1950,Skoda Praktik,2009,manual A/C,Euro 3,2,69 HP (51 kW),white,200000,1198,front,2/3 doors,petrol + gas,pickup,"manual, 5 speeds"
906,5,updated 2 weeks ago,1500,Skoda Praktik,2008,no A/C,,2,69 HP (51 kW),white,460000,1200,front,2/3 doors,petrol + gas,pickup,"manual, 5 speeds"
444,3,posted 3 weeks ago,1000,Skoda Praktik,2007,manual A/C,Euro 4,2,75 HP (55 kW),white,300100,1200,front,4/5 doors,petrol + gas,pickup,"manual, 5 speeds"
33,1,yesterday,9500,Skoda Rapid,2020,manual A/C,Euro 6,5,110 HP (81 kW),white,150000,999,front,4/5 doors,petrol,limousine,"manual, 6 speeds"
178,0,posted 4 weeks ago,10500,Skoda Rapid,2019,manual A/C,Euro 6,5,110 HP (81 kW),blue,97000,1000,front,4/5 doors,petrol,hatchback,"manual, 6 speeds"
237,2,updated a week ago,6780,Skoda Rapid,2018,no A/C,Euro 6,5,110 HP (81 kW),white,255070,999,front,4/5 doors,petrol,limousine,"manual, 6 speeds"
118,2,posted 6 days ago,7490,Skoda Rapid,2018,manual A/C,Euro 5,5,110 HP (81 kW),white,152045,999,front,4/5 doors,petrol,limousine,"manual, 6 speeds"
48,0,posted 2 days ago,7900,Skoda Rapid,2017,manual A/C,Euro 6,5,114 HP (84 kW),white,188000,1600,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
22,0,posted today,6100,Skoda Roomster,2014,manual A/C,Euro 5,5,69 HP (51 kW),white,192090,1198,front,4/5 doors,petrol,minivan (MPV),"manual, 5 speeds"
86,1,posted a week ago,3750,Skoda Roomster,2011,manual A/C,,5,75 HP (55 kW),teget,189000,1200,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
542,10,updated 3 weeks ago,3600,Skoda Roomster,2010,manual A/C,Euro 5,5,90 HP (66 kW),white,261000,1600,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
62,0,posted a week ago,4515,Skoda Roomster,2010,automatic A/C,Euro 5,5,86 HP (63 kW),black,230000,1193,front,4/5 doors,petrol,minivan (MPV),"manual, 5 speeds"
28,0,posted 4 days ago,4600,Skoda Roomster,2009,manual A/C,Euro 4,5,86 HP (63 kW),red,182000,1390,front,4/5 doors,petrol,minivan (MPV),"manual, 5 speeds"
145,1,posted 3 weeks ago,2250,Skoda Roomster,2008,manual A/C,Euro 4,5,105 HP (77 kW),red,350000,1600,front,4/5 doors,petrol + gas,minivan (MPV),"manual, 5 speeds"
52,0,posted 2 days ago,3500,Skoda Roomster,2008,automatic A/C,Euro 3,5,129 HP (95 kW),white,250000,1900,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
114,1,posted 5 days ago,2100,Skoda Roomster,2008,manual A/C,Euro 4,5,105 HP (77 kW),red,295000,1600,front,4/5 doors,methane,minivan (MPV),"manual, 5 speeds"
68,1,posted 5 days ago,3300,Skoda Roomster,2008,manual A/C,,5,86 HP (63 kW),gray,197000,1390,front,4/5 doors,petrol,minivan (MPV),"manual, 5 speeds"
958,8,updated 3 weeks ago,2200,Skoda Roomster,2008,manual A/C,Euro 3,4,109 HP (80 kW),black,111,1589,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
200,0,updated a week ago,3650,Skoda Roomster,2007,manual A/C,Euro 4,5,75 HP (55 kW),teget,323000,1400,front,4/5 doors,diesel,pickup,"manual, 5 speeds"
75,0,posted a week ago,11250,Skoda Scala,2021,manual A/C,Euro 6,5,95 HP (70 kW),white,88000,999,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
11,0,posted today,29000,Skoda Superb,2021,automatic A/C,Euro 6,5,150 HP (110 kW),black,67301,1480,front,4/5 doors,petrol,limousine,automatic
107,1,posted 2 weeks ago,15990,Skoda Superb,2018,automatic A/C,Euro 6,5,150 HP (110 kW),black,194000,1989,front,4/5 doors,diesel,limousine,automatic
570,1,updated a week ago,15800,Skoda Superb,2018,automatic A/C,Euro 6,5,150 HP (110 kW),red,279500,1400,front,4/5 doors,petrol,caravan,"manual, 6 speeds"
99,0,posted 2 weeks ago,15200,Skoda Superb,2018,manual A/C,Euro 6,5,150 HP (110 kW),black,199000,1987,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
89,0,posted 3 weeks ago,15499,Skoda Superb,2018,automatic A/C,Euro 6,5,150 HP (110 kW),white,215000,1998,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
42,0,posted 2 weeks ago,14800,Skoda Superb,2018,automatic A/C,Euro 6,5,204 HP (150 kW),white,255000,120,front,4/5 doors,diesel,caravan,automatic
57,0,posted 3 weeks ago,16400,Skoda Superb,2018,automatic A/C,Euro 6,5,150 HP (110 kW),gray,206000,1986,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
493,5,updated 4 days ago,13999,Skoda Superb,2017,automatic A/C,Euro 6,5,150 HP (110 kW),gray,205000,2000,front,4/5 doors,diesel,caravan,automatic
751,0,updated yesterday,18000,Skoda Superb,2017,automatic A/C,Euro 6,5,200 HP (147 kW),gray,236000,2000,front,4/5 doors,diesel,limousine,automatic
53,0,posted 2 weeks ago,17500,Skoda Superb,2017,automatic A/C,,5,190 HP (140 kW),black,164000,2000,front,4/5 doors,diesel,limousine,automatic
550,0,updated a week ago,21500,Skoda Superb,2017,automatic A/C,Euro 6,5,190 HP (140 kW),gray,237000,2000,4x4,4/5 doors,diesel,limousine,automatic
161,3,posted 4 weeks ago,14300,Skoda Superb,2016,automatic A/C,Euro 6,5,190 HP (140 kW),black,237000,2000,front,4/5 doors,diesel,caravan,automatic
19,1,yesterday,17200,Skoda Superb,2016,manual A/C,Euro 6,5,150 HP (110 kW),black,207000,1986,front,4/5 doors,diesel,limousine,automatic
448,1,updated yesterday,20800,Skoda Superb,2016,automatic A/C,Euro 6,5,190 HP (140 kW),black,127882,2000,4x4,4/5 doors,diesel,limousine,automatic
3818,12,updated a week ago,15000,Skoda Superb,2016,automatic A/C,,6,150 HP (110 kW),black,272000,1995,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
113,2,posted 4 days ago,14000,Skoda Superb,2016,automatic A/C,Euro 6,5,120 HP (88 kW),gray,204000,1600,front,4/5 doors,diesel,caravan,"manual, 6 speeds"
129,2,posted 3 weeks ago,11800,Skoda Superb,2016,automatic A/C,Euro 6,5,121 HP (89 kW),teget,254000,1598,front,4/5 doors,diesel,caravan,"manual, 6 speeds"
86,1,posted 2 weeks ago,13000,Skoda Superb,2016,automatic A/C,Euro 6,5,190 HP (140 kW),gray,224772,1968,4x4,4/5 doors,diesel,limousine,automatic
1694,22,updated yesterday,7999,Skoda Superb,2015,automatic A/C,Euro 6,5,105 HP (77 kW),black,185580,1600,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
248,1,updated 4 days ago,9700,Skoda Superb,2015,automatic A/C,Euro 6,5,105 HP (77 kW),black,203500,1600,front,4/5 doors,diesel,caravan,"manual, 6 speeds"
939,6,updated a week ago,13600,Skoda Superb,2015,automatic A/C,,5,163 HP (120 kW),black,136000,136,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
56,0,posted a week ago,10400,Skoda Superb,2013,automatic A/C,Euro 5,5,140 HP (103 kW),gray,215000,1968,front,4/5 doors,diesel,limousine,automatic
44,0,posted a week ago,9799,Skoda Superb,2013,automatic A/C,,5,140 HP (103 kW),white,221528,1998,front,4/5 doors,diesel,caravan,"manual, 6 speeds"
1766,3,updated a week ago,9500,Skoda Superb,2013,automatic A/C,Euro 5,5,139 HP (102 kW),black,248000,1986,front,4/5 doors,diesel,limousine,automatic
105,0,posted 2 weeks ago,9500,Skoda Superb,2011,automatic A/C,Euro 5,5,170 HP (125 kW),brown,189668,2000,4x4,4/5 doors,diesel,limousine,"manual, 6 speeds"
96,1,posted a week ago,6000,Skoda Superb,2010,automatic A/C,Euro 5,5,160 HP (118 kW),white,300000,1800,front,4/5 doors,petrol,limousine,"manual, 6 speeds"
1085,8,updated a week ago,5600,Skoda Superb,2010,manual A/C,Euro 4,5,105 HP (77 kW),gray,370000,1900,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
76,0,posted a week ago,6500,Skoda Superb,2010,automatic A/C,Euro 5,5,170 HP (125 kW),black,280000,1968,4x4,4/5 doors,diesel,caravan,"manual, 6 speeds"
155,0,posted 3 weeks ago,6950,Skoda Superb,2009,automatic A/C,Euro 5,5,170 HP (125 kW),brown,213000,2000,front,4/5 doors,diesel,limousine,automatic
419,3,updated 2 weeks ago,7400,Skoda Superb,2009,automatic A/C,,5,140 HP (103 kW),bordeaux,266540,1968,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
138,4,updated 3 days ago,5650,Skoda Superb,2008,automatic A/C,Euro 4,5,140 HP (103 kW),turquoise,209000,1968,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
1245,18,updated a week ago,5999,Skoda Superb,2008,automatic A/C,Euro 4,5,170 HP (125 kW),black,320000,2000,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
499,9,updated a week ago,2100,Skoda Superb,2008,automatic A/C,Euro 4,5,160 HP (118 kW),black,270000,2500,front,4/5 doors,diesel,limousine,automatic
145,0,posted 3 weeks ago,4300,Skoda Superb,2007,automatic A/C,Euro 3,5,163 HP (120 kW),black,411000,2500,front,4/5 doors,diesel,limousine,automatic
65,1,posted a week ago,2900,Skoda Superb,2006,automatic A/C,Euro 4,5,131 HP (96 kW),black,370000,1900,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
56,1,yesterday,2800,Skoda Superb,2003,automatic A/C,Euro 4,5,131 HP (96 kW),gray,325000,1898,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
100,3,posted 2 weeks ago,9200,Skoda Yeti,2015,automatic A/C,Euro 6,5,110 HP (81 kW),white,180000,1197,front,4/5 doors,petrol,suv,automatic
0,0,posted today,9780,Skoda Yeti,2014,automatic A/C,Euro 5,5,140 HP (103 kW),white,200000,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
515,5,updated 2 weeks ago,9900,Skoda Yeti,2014,automatic A/C,Euro 5,5,140 HP (103 kW),white,230000,1968,4x4,4/5 doors,diesel,suv,automatic
319,7,updated 3 days ago,6200,Skoda Yeti,2012,automatic A/C,Euro 5,5,140 HP (103 kW),white,303000,1980,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
28,0,yesterday,6800,Skoda Yeti,2012,manual A/C,Euro 5,5,105 HP (77 kW),gray,158000,1200,front,4/5 doors,petrol,suv,"manual, 6 speeds"
2327,13,updated a week ago,8000,Skoda Yeti,2010,automatic A/C,Euro 5,5,110 HP (81 kW),white,203474,1960,front,4/5 doors,diesel,suv,"manual, 5 speeds"
181,5,updated 5 days ago,6999,Skoda Yeti,2009,automatic A/C,Euro 4,5,110 HP (81 kW),gray,244079,1968,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
85,0,posted a week ago,8500,Skoda Yeti,2009,manual A/C,Euro 5,5,140 HP (103 kW),brown,346589,1990,4x4,4/5 doors,diesel,limousine,"manual, 6 speeds"
664,5,updated 2 weeks ago,6600,Skoda Yeti,2010,,,,,,181000,,4x4,,diesel,suv,
82,1,posted 3 weeks ago,11350,Smart Forfour,2019,automatic A/C,Euro 6,4,82 HP (60 kW),red,39454,100,back,4/5 doors,electric,hatchback,automatic
408,5,posted 2 weeks ago,1000,Smart Forfour,2006,automatic A/C,Euro 3,5,68 HP (50 kW),gray,213352,1496,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
59,0,posted a week ago,2000,Smart Forfour,2005,manual A/C,Euro 3,4,75 HP (55 kW),black,200000,1400,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
333,2,posted 2 weeks ago,1600,Smart Forfour,2005,manual A/C,Euro 3,4,75 HP (55 kW),black,299632,1100,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
56,0,posted a week ago,2350,Smart Forfour,2004,manual A/C,Euro 3,5,95 HP (70 kW),black,193086,1332,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
83,3,posted 3 weeks ago,2990,Smart Forfour,2004,manual A/C,Euro 4,4,109 HP (80 kW),red,248000,1499,front,4/5 doors,petrol,hatchback,semi-automatic
2,0,posted today,6999,Smart Fortwo,2015,automatic A/C,Euro 6,2,71 HP (52 kW),black,166000,999,back,2/3 doors,petrol,coupe,"manual, 5 speeds"
37,0,posted 2 days ago,7200,Smart Fortwo,2015,automatic A/C,Euro 6,2,90 HP (66 kW),white,150000,898,back,2/3 doors,petrol,coupe,"manual, 5 speeds"
67,0,posted a week ago,4990,Smart Fortwo,2014,manual A/C,Euro 5,2,61 HP (45 kW),white,106000,999,back,2/3 doors,petrol,coupe,automatic
219,3,updated 3 weeks ago,8500,Smart Fortwo,2014,manual A/C,Euro 5,2,90 HP (66 kW),black,73000,1000,back,2/3 doors,petrol,hatchback,"manual, 5 speeds"
28,0,posted a week ago,4999,Smart Fortwo,2011,manual A/C,Euro 5,2,84 HP (62 kW),black,166000,999,back,2/3 doors,petrol,coupe,automatic
35,0,posted a week ago,4500,Smart Fortwo,2010,automatic A/C,Euro 4,2,41 HP (30 kW),gray,140000,800,back,2/3 doors,diesel,coupe,automatic
73,0,posted 3 weeks ago,4990,Smart Fortwo,2010,no A/C,Euro 5,2,61 HP (45 kW),black,125870,999,back,2/3 doors,petrol,coupe,automatic
561,1,updated a week ago,4500,Smart Fortwo,2010,no A/C,Euro 5,2,102 HP (75 kW),white,97000,1000,back,2/3 doors,petrol,coupe,automatic
201,2,updated 3 days ago,3999,Smart Fortwo,2009,manual A/C,Euro 6,2,84 HP (62 kW),gray,120000,999,back,2/3 doors,petrol,cabriolet,automatic
800,5,updated 4 days ago,4500,Smart Fortwo,2009,manual A/C,Euro 5,2,84 HP (62 kW),white,115000,999,back,2/3 doors,petrol,coupe,automatic
50,1,updated a week ago,5900,Smart Fortwo,2008,manual A/C,Euro 5,2,98 HP (72 kW),black,154281,998,back,2/3 doors,petrol,coupe,automatic
22,1,posted 2 days ago,2900,Smart Fortwo,2008,no A/C,Euro 4,2,71 HP (52 kW),black,66000,999,back,2/3 doors,petrol,coupe,semi-automatic
639,2,updated a week ago,4600,Smart Fortwo,2008,manual A/C,Euro 4,2,68 HP (50 kW),white,140000,800,back,2/3 doors,diesel,coupe,automatic
11,0,posted 3 days ago,3700,Smart Fortwo,2007,manual A/C,Euro 4,2,71 HP (52 kW),gray,136000,999,back,2/3 doors,petrol,coupe,automatic
45,0,posted 6 days ago,3000,Smart Fortwo,2006,manual A/C,Euro 4,2,76 HP (56 kW),gray,198000,698,back,2/3 doors,petrol,coupe,automatic
26,0,posted a week ago,4900,Smart Fortwo,2006,manual A/C,Euro 3,2,75 HP (55 kW),red,116000,698,back,2/3 doors,petrol,cabriolet,semi-automatic
91,1,posted 2 weeks ago,2600,Smart Fortwo,2006,manual A/C,Euro 4,2,46 HP (34 kW),gray,154000,700,front,2/3 doors,petrol,coupe,automatic
194,4,posted 3 weeks ago,2050,Smart Fortwo,2005,no A/C,Euro 3,2,48 HP (35 kW),orange,145000,799,back,2/3 doors,diesel,coupe,semi-automatic
291,4,updated 5 days ago,2350,Smart Fortwo,2004,no A/C,Euro 3,2,68 HP (50 kW),red,193000,700,front,2/3 doors,petrol,coupe,semi-automatic
109,1,posted 2 weeks ago,1999,Smart Fortwo,2004,manual A/C,Euro 4,2,61 HP (45 kW),red,220000,680,back,2/3 doors,petrol,coupe,automatic
118,0,posted 2 weeks ago,3595,Smart Fortwo,2004,manual A/C,Euro 4,2,68 HP (50 kW),black,289000,698,back,2/3 doors,petrol,coupe,semi-automatic
272,4,updated 3 days ago,2500,Smart Fortwo,2003,manual A/C,Euro 3,2,41 HP (30 kW),white,200000,799,back,2/3 doors,diesel,coupe,automatic
27,0,posted today,1500,Smart Fortwo,2002,manual A/C,Euro 3,2,41 HP (30 kW),blue,222222,600,back,2/3 doors,gas,coupe,automatic
37,0,posted 4 days ago,2650,Smart Fortwo,2002,no A/C,Euro 4,2,52 HP (38 kW),black,125000,599,front,2/3 doors,petrol,coupe,semi-automatic
93,1,posted a week ago,1890,Smart Fortwo,2002,manual A/C,Euro 3,2,68 HP (50 kW),green,150420,600,back,2/3 doors,petrol,cabriolet,"manual, 6 speeds"
76,1,posted 4 days ago,1550,Smart Fortwo,2002,manual A/C,Euro 3,2,60 HP (44 kW),black,150000,599,back,2/3 doors,petrol,coupe,automatic
147,0,posted 5 days ago,1200,Smart Fortwo,2002,no A/C,Euro 3,2,61 HP (45 kW),blue,165000,600,back,2/3 doors,petrol,minivan (MPV),semi-automatic
76,0,posted a week ago,1700,Smart Fortwo,2002,manual A/C,Euro 3,2,54 HP (40 kW),black,140000,600,back,2/3 doors,petrol,coupe,semi-automatic
89,2,posted 5 days ago,2500,Smart Fortwo,2002,manual A/C,Euro 4,2,54 HP (40 kW),gray,160000,600,back,2/3 doors,petrol,coupe,semi-automatic
50,1,posted 5 days ago,2050,Smart Fortwo,2002,manual A/C,Euro 3,2,41 HP (30 kW),black,177000,599,back,2/3 doors,petrol,hatchback,automatic
284,4,posted 3 weeks ago,1400,Smart Fortwo,2002,no A/C,Euro 3,2,60 HP (44 kW),red,180000,599,front,2/3 doors,petrol,hatchback,semi-automatic
175,1,posted 5 days ago,1150,Smart Fortwo,2001,no A/C,Euro 3,2,61 HP (45 kW),blue,158448,599,front,2/3 doors,petrol,cabriolet,semi-automatic
40,1,posted 4 days ago,1950,Smart Fortwo,2001,manual A/C,Euro 3,2,54 HP (40 kW),gray,155245,600,back,2/3 doors,petrol,hatchback,semi-automatic
0,1,posted today,120,Smart Fortwo,2001,no A/C,Euro 3,2,61 HP (45 kW),black,12100,599,back,2/3 doors,petrol,coupe,"manual, 6 speeds"
198,4,posted 3 weeks ago,1500,Smart Fortwo,2001,no A/C,Euro 3,2,60 HP (44 kW),black,160000,600,back,2/3 doors,petrol,hatchback,semi-automatic
243,1,posted 2 weeks ago,1500,Smart Fortwo,2001,manual A/C,Euro 3,2,60 HP (44 kW),beige,179000,600,back,2/3 doors,petrol,hatchback,semi-automatic
49,1,posted today,1200,Smart Fortwo,2000,manual A/C,Euro 3,2,54 HP (40 kW),blue,211000,600,back,2/3 doors,petrol,coupe,semi-automatic
99,2,posted 2 weeks ago,3000,Smart Roadster,2006,manual A/C,,2,30 HP (22 kW),blue,185000,800,front,2/3 doors,diesel,hatchback,automatic
335,3,updated a week ago,3250,SsangYong Actyon,2008,manual A/C,Euro 4,5,141 HP (104 kW),silver,210000,1995,4x4,4/5 doors,diesel,suv,automatic
465,3,updated a week ago,7600,SsangYong Korando,2014,automatic A/C,Euro 5,5,150 HP (110 kW),black,160700,1998,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
80,2,posted a week ago,3500,SsangYong Kyron,2006,manual A/C,Euro 3,5,136 HP (100 kW),gray,155000,1998,back,4/5 doors,diesel,suv,"manual, 5 speeds"
1090,13,updated yesterday,2300,SsangYong Kyron,2005,manual A/C,Euro 4,5,141 HP (104 kW),black,174000,1998,4x4,4/5 doors,diesel,suv,automatic
128,0,updated a week ago,4790,SsangYong Rexton,2010,automatic A/C,,5,186 HP (137 kW),black,310000,2696,4x4,4/5 doors,diesel,suv,automatic
21,0,posted 2 days ago,3999,SsangYong Rexton,2005,automatic A/C,,5,165 HP (121 kW),gray,260000,2696,4x4,4/5 doors,diesel,suv,semi-automatic
83,2,posted 2 weeks ago,3500,SsangYong Rexton,2005,automatic A/C,Euro 3,5,165 HP (121 kW),gray,180000,2700,4x4,4/5 doors,diesel,suv,automatic
1265,8,updated a week ago,5600,Subaru Forester,2010,automatic A/C,Euro 5,5,147 HP (108 kW),black,194000,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
